begin,open,close,high,low,value,volume,end,year,ticker,company_name
2016-09-02,82.28,81.26,82.47,81.26,158183617.2,1933840,2016-09-02 23:59:59,2016,RTKM,Ростелеком
2016-09-05,81.75,82.0,82.68,81.05,230668419.0,2816260,2016-09-05 23:59:59,2016,RTKM,Ростелеком
2016-09-06,82.0,82.8,82.85,81.7,309272139.8999999,3759720,2016-09-06 20:30:00,2016,RTKM,Ростелеком
2016-09-07,83.1,82.85,84.5,82.7,572879402.0,6849260,2016-09-07 23:59:59,2016,RTKM,Ростелеком
2016-09-08,83.16,82.45,83.55,82.0,359110637.8,4341400,2016-09-08 23:59:59,2016,RTKM,Ростелеком
2016-09-09,82.57,81.6,82.67,81.53,134438015.0,1641250,2016-09-09 23:59:59,2016,RTKM,Ростелеком
2016-09-12,81.49,81.7,82.1,81.24,156286762.6,1911680,2016-09-12 23:59:59,2016,RTKM,Ростелеком
2016-09-13,81.9,81.5,82.19,81.17,94127053.3,1154020,2016-09-13 23:59:59,2016,RTKM,Ростелеком
2016-09-14,81.45,80.95,81.54,80.95,62742049.5,772890,2016-09-14 23:59:59,2016,RTKM,Ростелеком
2016-09-15,80.9,81.35,82.0,80.4,134376515.5,1657250,2016-09-15 23:59:59,2016,RTKM,Ростелеком
2016-09-16,81.35,81.25,82.04,80.73,164641909.4,2022780,2016-09-16 23:59:59,2016,RTKM,Ростелеком
2016-09-19,81.25,81.3,81.96,81.15,87083727.3,1068420,2016-09-19 23:59:59,2016,RTKM,Ростелеком
2016-09-20,81.7,81.03,81.7,80.2,101127865.7,1254620,2016-09-20 23:59:59,2016,RTKM,Ростелеком
2016-09-21,81.03,80.08,81.17,79.7,208463752.1,2598750,2016-09-21 23:59:59,2016,RTKM,Ростелеком
2016-09-22,80.16,80.7,80.9,79.74,191495057.5,2386950,2016-09-22 23:59:59,2016,RTKM,Ростелеком
2016-09-23,80.67,80.1,80.68,79.29,184367640.8,2305600,2016-09-23 23:59:59,2016,RTKM,Ростелеком
2016-09-26,80.11,80.14,80.14,79.76,69244297.5,865820,2016-09-26 23:59:59,2016,RTKM,Ростелеком
2016-09-27,80.16,79.2,80.18,79.0,131480485.9,1656320,2016-09-27 23:59:59,2016,RTKM,Ростелеком
2016-09-28,79.41,79.15,79.9,79.01,111667899.6,1405960,2016-09-28 23:59:59,2016,RTKM,Ростелеком
2016-09-29,79.3,79.2,79.6,79.11,94212142.6,1188250,2016-09-29 23:59:59,2016,RTKM,Ростелеком
2016-09-30,79.1,78.82,79.35,78.51,144932520.1,1837560,2016-09-30 23:59:59,2016,RTKM,Ростелеком
2016-10-03,78.8,78.87,79.0,78.28,69279487.3,880040,2016-10-03 23:59:59,2016,RTKM,Ростелеком
2016-10-04,78.65,78.89,79.28,78.6,101441499.0,1286010,2016-10-04 23:59:59,2016,RTKM,Ростелеком
2016-10-05,78.9,79.8,79.8,78.52,168109511.8,2123930,2016-10-05 23:59:59,2016,RTKM,Ростелеком
2016-10-06,79.89,79.45,80.15,79.2,129553286.4,1625890,2016-10-06 23:59:59,2016,RTKM,Ростелеком
2016-10-07,79.8,79.5,80.06,79.5,80705711.3,1012020,2016-10-07 23:59:59,2016,RTKM,Ростелеком
2016-10-10,79.51,80.26,80.3,79.4,128566872.7,1607480,2016-10-10 23:59:59,2016,RTKM,Ростелеком
2016-10-11,80.6,80.77,81.14,80.25,164072380.0000004,2030080,2016-10-11 20:30:00,2016,RTKM,Ростелеком
2016-10-12,80.85,80.23,81.2,79.7,202885253.2,2521880,2016-10-12 20:29:55,2016,RTKM,Ростелеком
2016-10-13,79.99,79.75,80.0,79.5,71493560.1,896190,2016-10-13 23:59:59,2016,RTKM,Ростелеком
2016-10-14,79.85,79.96,80.44,79.62,77518635.0,969230,2016-10-14 23:59:59,2016,RTKM,Ростелеком
2016-10-17,80.25,79.3,80.25,79.23,88335595.0,1111160,2016-10-17 23:59:59,2016,RTKM,Ростелеком
2016-10-18,79.24,79.65,79.73,79.24,70576133.5,886670,2016-10-18 23:59:59,2016,RTKM,Ростелеком
2016-10-19,79.63,79.28,79.85,79.12,75574436.8,951710,2016-10-19 23:59:59,2016,RTKM,Ростелеком
2016-10-20,79.3,78.65,79.45,78.65,55481087.3,703060,2016-10-20 23:59:59,2016,RTKM,Ростелеком
2016-10-21,78.67,78.8,79.16,78.31,70425097.3,893940,2016-10-21 23:59:59,2016,RTKM,Ростелеком
2016-10-24,78.98,79.13,79.64,78.7,93212802.7,1177190,2016-10-24 23:59:59,2016,RTKM,Ростелеком
2016-10-25,79.04,78.86,79.35,78.77,140807739.1,1779980,2016-10-25 23:59:59,2016,RTKM,Ростелеком
2016-10-26,78.82,78.79,79.11,78.65,116719605.1,1481240,2016-10-26 23:59:59,2016,RTKM,Ростелеком
2016-10-27,78.8,78.82,79.08,78.57,107647604.5,1366050,2016-10-27 23:59:59,2016,RTKM,Ростелеком
2016-10-28,78.51,79.34,79.56,78.44,170291123.0,2151280,2016-10-28 23:59:59,2016,RTKM,Ростелеком
2016-10-31,79.34,79.01,79.4,78.65,122002254.2,1545890,2016-10-31 23:59:59,2016,RTKM,Ростелеком
2016-11-01,79.5,81.55,81.91,78.82,539425655.8,6688010,2016-11-01 23:59:59,2016,RTKM,Ростелеком
2016-11-02,81.55,81.5,83.07,80.3,463543343.3,5663200,2016-11-02 23:59:59,2016,RTKM,Ростелеком
2016-11-03,81.75,81.14,81.75,80.53,143236613.7,1770720,2016-11-03 23:59:59,2016,RTKM,Ростелеком
2016-11-07,81.5,81.26,82.31,80.9,186028193.7,2285150,2016-11-07 23:59:59,2016,RTKM,Ростелеком
2016-11-08,81.21,81.01,81.77,81.0,86412898.2,1063160,2016-11-08 23:59:59,2016,RTKM,Ростелеком
2016-11-09,79.5,82.0,82.09,79.41,240336028.6,2956490,2016-11-09 23:59:59,2016,RTKM,Ростелеком
2016-11-10,82.1,82.15,84.0,81.7,561770973.0,6779820,2016-11-10 23:59:59,2016,RTKM,Ростелеком
2016-11-11,82.2,81.07,82.6,81.07,298932662.3,3651580,2016-11-11 23:59:59,2016,RTKM,Ростелеком
2016-11-14,81.16,82.34,83.29,81.16,331571669.2,4015940,2016-11-14 23:59:59,2016,RTKM,Ростелеком
2016-11-15,82.34,81.56,83.62,81.56,256837670.1,3106010,2016-11-15 23:59:59,2016,RTKM,Ростелеком
2016-11-16,82.1,83.07,83.52,81.82,226981971.1,2745330,2016-11-16 23:59:59,2016,RTKM,Ростелеком
2016-11-17,83.36,82.5,83.36,81.89,169818511.1,2057050,2016-11-17 23:59:59,2016,RTKM,Ростелеком
2016-11-18,82.6,82.77,83.28,82.52,174878096.9,2106490,2016-11-18 23:59:59,2016,RTKM,Ростелеком
2016-11-21,82.65,82.6,83.45,82.6,141681450.5,1706570,2016-11-21 23:59:59,2016,RTKM,Ростелеком
2016-11-22,83.0,82.66,83.13,82.3,213745587.8,2580470,2016-11-22 23:59:59,2016,RTKM,Ростелеком
2016-11-23,82.8,82.95,83.43,82.8,158244267.2,1905360,2016-11-23 23:59:59,2016,RTKM,Ростелеком
2016-11-24,83.0,83.94,85.3,82.95,497179739.7,5889950,2016-11-24 23:59:59,2016,RTKM,Ростелеком
2016-11-25,84.4,84.25,84.56,83.27,181382758.1,2160190,2016-11-25 23:59:59,2016,RTKM,Ростелеком
2016-11-28,84.0,83.54,84.49,83.36,118666741.8,1417120,2016-11-28 23:59:59,2016,RTKM,Ростелеком
2016-11-29,83.42,83.72,84.03,83.1,190307432.9,2275600,2016-11-29 23:59:59,2016,RTKM,Ростелеком
2016-11-30,83.89,84.6,85.44,83.66,555480101.4,6551440,2016-11-30 23:59:59,2016,RTKM,Ростелеком
2016-12-01,84.87,84.8,85.7,84.51,336427453.4,3958320,2016-12-01 23:59:59,2016,RTKM,Ростелеком
2016-12-02,84.67,85.55,85.85,84.63,202321886.7,2370930,2016-12-02 23:59:59,2016,RTKM,Ростелеком
2016-12-05,85.69,86.25,86.4,85.3,443831817.8,5155800,2016-12-05 23:59:59,2016,RTKM,Ростелеком
