begin,open,close,high,low,value,volume,end,year,ticker,company_name
2020-04-30,321.5,319.6,323.95,317.3,1521320501.0,4755680,2020-04-30 23:59:59,2020,MTSS,МТС
2020-05-04,314.75,316.55,318.05,312.35,937106323.5,2972650,2020-05-04 23:59:59,2020,MTSS,МТС
2020-05-05,318.05,320.4,321.05,317.35,565791992.5,1772140,2020-05-05 23:59:59,2020,MTSS,МТС
2020-05-06,321.2,318.0,321.9,317.55,779501453.0,2439430,2020-05-06 23:59:59,2020,MTSS,МТС
2020-05-07,318.1,320.3,322.45,318.0,804276386.5,2508260,2020-05-07 23:59:59,2020,MTSS,МТС
2020-05-08,320.6,325.3,326.6,320.5,932616503.5,2877600,2020-05-08 23:59:59,2020,MTSS,МТС
2020-05-12,324.6,323.6,325.8,320.3,1120786412.0,3461360,2020-05-12 23:59:59,2020,MTSS,МТС
2020-05-13,322.3,318.45,324.4,318.05,1971425679.0,6143050,2020-05-13 23:59:59,2020,MTSS,МТС
2020-05-14,317.4,315.15,320.7,315.05,1706266190.0,5379080,2020-05-14 23:59:59,2020,MTSS,МТС
2020-05-15,318.0,320.15,322.35,318.0,1023566807.0,3195400,2020-05-15 23:59:59,2020,MTSS,МТС
2020-05-18,321.05,325.5,326.3,320.3,1151474659.0,3556590,2020-05-18 23:59:59,2020,MTSS,МТС
2020-05-19,326.6,327.25,328.85,324.0,756064928.5,2314080,2020-05-19 23:59:59,2020,MTSS,МТС
2020-05-20,327.6,332.55,339.85,327.0,1661834067.0,4979390,2020-05-20 23:59:59,2020,MTSS,МТС
2020-05-21,333.45,328.7,337.95,328.3,1101694923.5,3316160,2020-05-21 23:59:59,2020,MTSS,МТС
2020-05-22,327.85,327.1,330.95,325.1,926892225.0,2823360,2020-05-22 23:59:59,2020,MTSS,МТС
2020-05-25,327.25,332.2,332.35,326.85,486865883.0,1474400,2020-05-25 23:59:59,2020,MTSS,МТС
2020-05-26,333.5,331.9,339.0,331.55,1270899386.0,3784800,2020-05-26 23:59:59,2020,MTSS,МТС
2020-05-27,331.45,326.5,337.7,326.3,1789765445.0,5409950,2020-05-27 23:59:59,2020,MTSS,МТС
2020-05-28,327.55,324.05,329.85,321.7,2198579512.0,6762720,2020-05-28 23:59:59,2020,MTSS,МТС
2020-05-29,323.2,320.0,324.85,318.0,2285806882.5,7126550,2020-05-29 23:59:59,2020,MTSS,МТС
2020-06-01,323.0,319.6,323.55,316.85,2386590124.0,7461410,2020-06-01 23:59:59,2020,MTSS,МТС
2020-06-02,321.0,326.7,327.6,320.55,2293837909.0,7054410,2020-06-02 23:59:59,2020,MTSS,МТС
2020-06-03,327.5,329.7,333.5,326.75,2384621161.0,7222630,2020-06-03 23:59:59,2020,MTSS,МТС
2020-06-04,329.6,323.5,330.6,321.15,2133117887.5,6558720,2020-06-04 23:59:59,2020,MTSS,МТС
2020-06-05,323.95,326.25,328.55,321.7,2196883411.0,6747330,2020-06-05 23:59:59,2020,MTSS,МТС
