begin,open,close,high,low,value,volume,end,year,ticker,company_name
2019-05-16,175.82500000000002,174.79999999999998,176.24999999999997,174.79999999999998,306384198.45,8723780000,2019-05-16 23:59:59,2019,VTBR,ВТБ
2019-05-17,175.10000000000002,175.5,175.82500000000002,174.27499999999998,306367774.7,8751790000,2019-05-17 23:59:59,2019,VTBR,ВТБ
2019-05-20,175.52499999999998,174.95,175.82500000000002,174.875,243478819.6,6944110000,2019-05-20 23:59:59,2019,VTBR,ВТБ
2019-05-21,174.975,174.5,175.72500000000002,174.5,303364574.75,8668980000,2019-05-21 23:59:59,2019,VTBR,ВТБ
2019-05-22,175.00000000000003,175.925,176.65,174.17499999999998,365286792.35,10401610000,2019-05-22 23:59:59,2019,VTBR,ВТБ
2019-05-23,175.5,193.75,194.25,175.15,3910131138.0,105668120000,2019-05-23 23:59:59,2019,VTBR,ВТБ
2019-05-24,195.50000000000006,185.99999999999997,199.225,185.6,5159750248.95,134615810000,2019-05-24 23:59:59,2019,VTBR,ВТБ
2019-05-27,185.99999999999997,188.04999999999998,189.725,185.95000000000002,719276852.3,19159470000,2019-05-27 23:59:59,2019,VTBR,ВТБ
2019-05-28,188.45000000000002,182.67499999999998,190.64999999999998,182.67499999999998,1469076328.2500007,39469860000,2019-05-28 20:30:10,2019,VTBR,ВТБ
2019-05-29,183.15,184.0,184.675,181.15,1203662522.2,32890430000,2019-05-29 23:59:59,2019,VTBR,ВТБ
2019-05-30,184.2,183.50000000000003,185.89999999999998,181.5,1137597516.8,30992120000,2019-05-30 23:59:59,2019,VTBR,ВТБ
2019-05-31,182.1,183.525,183.525,180.27499999999998,567618754.7,15595550000,2019-05-31 23:59:59,2019,VTBR,ВТБ
2019-06-03,182.475,184.9,186.72500000000002,181.25,1361245136.9,37015240000,2019-06-03 23:59:59,2019,VTBR,ВТБ
2019-06-04,185.0,185.89999999999998,187.7,184.2,731500772.2,19711250000,2019-06-04 23:59:59,2019,VTBR,ВТБ
2019-06-05,187.0,193.50000000000003,196.0,185.4,3382217664.35,88207510000,2019-06-05 23:59:59,2019,VTBR,ВТБ
2019-06-06,193.525,194.85000000000002,196.85000000000005,192.025,1353366804.7,34815800000,2019-06-06 23:59:59,2019,VTBR,ВТБ
2019-06-07,195.0,195.0,195.975,193.50000000000003,641016368.5,16464710000,2019-06-07 23:59:59,2019,VTBR,ВТБ
2019-06-10,195.275,197.24999999999997,198.20000000000002,195.1,878419712.6,22309060000,2019-06-10 23:59:59,2019,VTBR,ВТБ
2019-06-11,197.5,200.0,205.725,196.27499999999998,3059892153.6,75776060000,2019-06-11 23:59:59,2019,VTBR,ВТБ
2019-06-13,200.07500000000005,203.25,203.25,198.925,974371903.2,24213910000,2019-06-13 23:59:59,2019,VTBR,ВТБ
2019-06-14,202.75,201.60000000000005,204.5,201.60000000000005,791246080.85,19482200000,2019-06-14 23:59:59,2019,VTBR,ВТБ
2019-06-17,201.74999999999997,202.425,204.65,200.59999999999997,751649165.7,18499440000,2019-06-17 23:59:59,2019,VTBR,ВТБ
2019-06-18,202.5,202.2,203.325,200.15,759242895.35,18823990000,2019-06-18 23:59:59,2019,VTBR,ВТБ
2019-06-19,201.99999999999994,201.15,203.30000000000004,200.175,695583566.9,17272360000,2019-06-19 23:59:59,2019,VTBR,ВТБ
2019-06-20,201.74999999999997,202.075,203.00000000000003,200.42500000000004,1248853378.45,30958520000,2019-06-20 23:59:59,2019,VTBR,ВТБ
2019-06-21,197.5,201.0,201.0,197.37499999999997,1253171158.4,31454450000,2019-06-21 23:59:59,2019,VTBR,ВТБ
2019-06-24,199.95000000000002,203.625,206.425,199.24999999999997,1619578634.65,39795090000,2019-06-24 23:59:59,2019,VTBR,ВТБ
2019-06-25,203.45,202.875,204.5,201.0,790454628.45,19502910000,2019-06-25 23:59:59,2019,VTBR,ВТБ
2019-06-26,202.75,201.3,204.125,201.25,572294930.0,14117000000,2019-06-26 23:59:59,2019,VTBR,ВТБ
2019-06-27,201.525,200.64999999999995,202.29999999999998,200.25000000000006,562943874.85,14005770000,2019-06-27 23:59:59,2019,VTBR,ВТБ
2019-06-28,201.25,199.4,202.17499999999995,199.35000000000002,412475616.7,10281340000,2019-06-28 23:59:59,2019,VTBR,ВТБ
2019-07-01,200.95,201.25,203.5,199.77500000000003,844071388.35,20891210000,2019-07-01 23:59:59,2019,VTBR,ВТБ
2019-07-02,201.9,202.5,202.675,200.75,429436210.4,10631460000,2019-07-02 23:59:59,2019,VTBR,ВТБ
2019-07-03,201.60000000000005,202.925,203.00000000000003,201.12499999999997,456040790.75,11268790000,2019-07-03 23:59:59,2019,VTBR,ВТБ
2019-07-04,203.075,206.975,210.97500000000002,202.625,3103351666.4,74654900000,2019-07-04 23:59:59,2019,VTBR,ВТБ
2019-07-05,207.32500000000002,206.775,208.17499999999998,206.35000000000005,1671357757.7,40369620000,2019-07-05 23:59:59,2019,VTBR,ВТБ
